dataset_name,num_clients,round,class_name,precision,recall,f1,support
colon_cancer_or_pathology,3,0,colon_aca,0.3484848484848485,0.023,0.043151969981238276,1000
colon_cancer_or_pathology,3,0,colon_n,0.4948293691830403,0.957,0.6523517382413088,1000
colon_cancer_or_pathology,3,1,colon_aca,0.78125,1.0,0.8771929824561403,1000
colon_cancer_or_pathology,3,1,colon_n,1.0,0.72,0.8372093023255814,1000
colon_cancer_or_pathology,3,2,colon_aca,0.9541984732824428,1.0,0.9765625,1000
colon_cancer_or_pathology,3,2,colon_n,1.0,0.952,0.9754098360655737,1000
colon_cancer_or_pathology,3,3,colon_aca,0.9950248756218906,1.0,0.9975062344139651,1000
colon_cancer_or_pathology,3,3,colon_n,1.0,0.995,0.9974937343358395,1000
colon_cancer_or_pathology,3,4,colon_aca,0.9871668311944719,1.0,0.9935419771485345,1000
colon_cancer_or_pathology,3,4,colon_n,1.0,0.987,0.9934574735782586,1000
colon_cancer_or_pathology,3,5,colon_aca,1.0,1.0,1.0,1000
colon_cancer_or_pathology,3,5,colon_n,1.0,1.0,1.0,1000
